AssmentYr,ProjYear,lag,Area,Species,ABC,OFL,TAC,OY,Order
2007,2007,1,W,Other Rockfish,577,,577,1,16
2007,2007,1,WYK,Other Rockfish,319,,319,1,16
2007,2007,1,Total (GW),Atka Mackerel,4700,6200,1500,1,17
2007,2007,1,C,Big Skates,2250,,2250,1,18
2007,2007,1,E,Big Skates,599,,599,1,18
2007,2007,1,Total,Big Skates,3544,4726,3544,1,18
2007,2007,1,W,Big Skates,695,,695,1,18
2007,2007,1,C,Longnose Skates,1969,,1969,1,19
2007,2007,1,E,Longnose Skates,861,,861,1,19
2007,2007,1,Total,Longnose Skates,2895,3860,2895,1,19
2007,2007,1,W,Longnose Skates,65,,65,1,19
2007,2007,1,GW,Other Skates,1617,2156,1617,1,20
2007,2007,1,,Total,490327,615879,269912,1,23
2007,2007,1,C,Pelagic Shelf Rockfish,3325,,3325,1,26
2007,2007,1,SEO,Pelagic Shelf Rockfish,444,,444,1,26
2007,2007,1,Total,Pelagic Shelf Rockfish,5542,6458,5542,1,26
2007,2007,1,W,Pelagic Shelf Rockfish,1466,,1466,1,26
2007,2007,1,WYK,Pelagic Shelf Rockfish,307,,307,1,26
2007,2007,1,Total (GW),Other Species,,,4500,1,27
2008,2008,1,Chirikof (620),Pollock,19181,,19181,1,1
2008,2008,1,Kodiak (630),Pollock,13640,,13640,1,1
2008,2008,1,SEO (650),Pollock,8240,11040,8240,1,1
2008,2008,1,Shumagin (610),Pollock,17602,,17602,1,1
2008,2008,1,Total,Pollock,60180,83150,60180,1,1
2008,2008,1,W/C/WYK (subtotal),Pollock,51940.3,72110,51940,1,1
2008,2008,1,WYK (640),Pollock,1517,,1517,1,1
2008,2008,1,C,Pacific cod,37901,,28426,1,2
2008,2008,1,E,Pacific cod,2660,,2394,1,2
2008,2008,1,Total,Pacific cod,66493,88660,50269,1,2
2008,2008,1,W,Pacific cod,25932,,19449,1,2
2008,2008,1,C,Sablefish,5500,,5500,1,3
2008,2008,1,E (WYK and SEO subtotal),Sablefish,5340,,5340,1,3
2008,2008,1,SEO,Sablefish,3390,,3390,1,3
2008,2008,1,Total,Sablefish,12730,15040,12730,1,3
2008,2008,1,W,Sablefish,1890,,1890,1,3
2008,2008,1,WYK,Sablefish,1950,,1950,1,3
2008,2008,1,C,Shallow-water Flatfish,29873,,13000,1,4
2008,2008,1,SEO,Shallow-water Flatfish,1423,,1423,1,4
2008,2008,1,Total,Shallow-water Flatfish,60989,74364,22256,1,4
2008,2008,1,W,Shallow-water Flatfish,26360,,4500,1,4
2008,2008,1,WYK,Shallow-water Flatfish,3333,,3333,1,4
2008,2008,1,C,Deep-water Flatfish,6721,,6721,1,5
2008,2008,1,SEO,Deep-water Flatfish,527,,527,1,5
2008,2008,1,Total,Deep-water Flatfish,8903,11343,8903,1,5
2008,2008,1,W,Deep-water Flatfish,690,,690,1,5
2008,2008,1,WYK,Deep-water Flatfish,965,,965,1,5
2008,2008,1,C,Rex Sole,6731,,6731,1,6
2008,2008,1,SEO,Rex Sole,859,,859,1,6
2008,2008,1,Total,Rex Sole,9132,11933,9132,1,6
2008,2008,1,W,Rex Sole,1022,,1022,1,6
2008,2008,1,WYK,Rex Sole,520,,520,1,6
2008,2008,1,C,Arrowtooth Flounder,167936,,30000,1,7
2008,2008,1,SEO,Arrowtooth Flounder,12472,,2500,1,7
2008,2008,1,Total,Arrowtooth Flounder,226470,266914,43000,1,7
2008,2008,1,W,Arrowtooth Flounder,30817,,8000,1,7
2008,2008,1,WYK,Arrowtooth Flounder,15245,,2500,1,7
2008,2008,1,C,Flathead Sole,28174,,5000,1,8
2008,2008,1,SEO,Flathead Sole,634,,634,1,8
2008,2008,1,Total,Flathead Sole,44735,55787,11054,1,8
2008,2008,1,W,Flathead Sole,12507,,2000,1,8
2008,2008,1,WYK,Flathead Sole,3420,,3420,1,8
2008,2008,1,C,Pacific Ocean Perch,8185,9717,8185,1,9
2008,2008,1,E (WYK and SEO subtotal),Pacific Ocean Perch,3128,3714,3128,1,9
2008,2008,1,SEO,Pacific Ocean Perch,2028,,2028,1,9
2008,2008,1,Total,Pacific Ocean Perch,14999,17807,14999,1,9
2008,2008,1,W,Pacific Ocean Perch,3686,4376,3686,1,9
2008,2008,1,WYK,Pacific Ocean Perch,1100,,1100,1,9
2008,2008,1,C,Northern Rockfish,2408,,2408,1,10
2008,2008,1,E,Northern Rockfish,0,,0,1,10
2008,2008,1,Total,Northern Rockfish,4549,5430,4549,1,10
2008,2008,1,W,Northern Rockfish,2141,,2141,1,10
2008,2008,1,C,Shortraker Rockfish,315,,315,1,11
2008,2008,1,E,Shortraker Rockfish,463,,463,1,11
2008,2008,1,Total,Shortraker Rockfish,898,1197,898,1,11
2008,2008,1,W,Shortraker Rockfish,120,,120,1,11
2008,2008,1,C,Rougheye and Blackspotted Rockfish,834,,834,1,13
2008,2008,1,E,Rougheye and Blackspotted Rockfish,327,,327,1,13
2008,2008,1,Total,Rougheye and Blackspotted Rockfish,1286,1548,1286,1,13
2008,2008,1,W,Rougheye and Blackspotted Rockfish,125,,125,1,13
2008,2008,1,SEO,Demersal Shelf Rockfish,382,611,382,1,14
2008,2008,1,C,Thornyhead Rockfish,860,,860,1,15
2008,2008,1,E,Thornyhead Rockfish,783,,783,1,15
2008,2008,1,Total (GW),Thornyhead Rockfish,1910,2540,1910,1,15
2008,2008,1,W,Thornyhead Rockfish,267,,267,1,15
2008,2008,1,C,Other Rockfish,569,,569,1,16
2008,2008,1,SEO,Other Rockfish,2767,,200,1,16
2008,2008,1,Total,Other Rockfish,4297,5624,1730,1,16
2008,2008,1,W,Other Rockfish,357,,357,1,16
2008,2008,1,WYK,Other Rockfish,604,,604,1,16
2008,2008,1,Total (GW),Atka Mackerel,4700,6200,1500,1,17
2008,2008,1,C,Big Skates,2065,,2065,1,18
2008,2008,1,E,Big Skates,633,,633,1,18
2008,2008,1,Total,Big Skates,3330,4439,3330,1,18
2008,2008,1,W,Big Skates,632,,632,1,18
2008,2008,1,C,Longnose Skates,2041,,2041,1,19
2008,2008,1,E,Longnose Skates,768,,768,1,19
2008,2008,1,Total,Longnose Skates,2887,3849,2887,1,19
2008,2008,1,W,Longnose Skates,78,,78,1,19
2008,2008,1,GW,Other Skates,2104,2806,2104,1,20
2008,2008,1,,Total,536201,665642,262826,1,23
2008,2008,1,C,Pelagic Shelf Rockfish,3626,,3626,1,26
2008,2008,1,SEO,Pelagic Shelf Rockfish,347,,347,1,26
2008,2008,1,Total,Pelagic Shelf Rockfish,5227,6400,5227,1,26
2008,2008,1,W,Pelagic Shelf Rockfish,1003,,1003,1,26
2008,2008,1,WYK,Pelagic Shelf Rockfish,251,,251,1,26
2008,2008,1,Total (GW),Other Species,,,4500,1,27
2009,2009,1,Chirikof (620),Pollock,14098,,14098,1,1
2009,2009,1,Kodiak (630),Pollock,11058,,11058,1,1
2009,2009,1,SEO (650),Pollock,8280,11040,8280,1,1
2009,2009,1,Shumagin (610),Pollock,15249,,15249,1,1
2009,2009,1,Total,Pollock,49900,69630,49900,1,1
2009,2009,1,W/C/WYK (subtotal),Pollock,41620,58590,41620,1,1
2009,2009,1,WYK (640),Pollock,1215,,1215,1,1
2009,2009,1,C,Pacific cod,31521,,23641,1,2
2009,2009,1,E,Pacific cod,2212,,1991,1,2
2009,2009,1,Total,Pacific cod,55300,66600,41807,1,2
2009,2009,1,W,Pacific cod,21567,,16175,1,2
2009,2009,1,C,Sablefish,4990,,4990,1,3
2009,2009,1,E (WYK and SEO subtotal),Sablefish,4530,,4530,1,3
2009,2009,1,SEO,Sablefish,2746,,2746,1,3
2009,2009,1,Total,Sablefish,11160,13190,11160,1,3
2009,2009,1,W,Sablefish,1640,,1640,1,3
2009,2009,1,WYK,Sablefish,1784,,1784,1,3
2009,2009,1,C,Shallow-water Flatfish,29873,,13000,1,4
2009,2009,1,SEO,Shallow-water Flatfish,1423,,1423,1,4
2009,2009,1,Total,Shallow-water Flatfish,60989,74364,22256,1,4
2009,2009,1,W,Shallow-water Flatfish,26360,,4500,1,4
2009,2009,1,WYK,Shallow-water Flatfish,3333,,3333,1,4
2009,2009,1,C,Deep-water Flatfish,6927,,6927,1,5
2009,2009,1,SEO,Deep-water Flatfish,538,,538,1,5
2009,2009,1,Total,Deep-water Flatfish,9168,11578,9168,1,5
2009,2009,1,W,Deep-water Flatfish,706,,706,1,5
2009,2009,1,WYK,Deep-water Flatfish,997,,997,1,5
2009,2009,1,C,Rex Sole,6630,,6630,1,6
2009,2009,1,SEO,Rex Sole,846,,846,1,6
2009,2009,1,Total,Rex Sole,8996,11756,8996,1,6
2009,2009,1,W,Rex Sole,1007,,1007,1,6
2009,2009,1,WYK,Rex Sole,513,,513,1,6
2009,2009,1,C,Arrowtooth Flounder,164251,,30000,1,7
2009,2009,1,SEO,Arrowtooth Flounder,12205,,2500,1,7
2009,2009,1,Total,Arrowtooth Flounder,221512,261022,43000,1,7
2009,2009,1,W,Arrowtooth Flounder,30148,,8000,1,7
2009,2009,1,WYK,Arrowtooth Flounder,14908,,2500,1,7
2009,2009,1,C,Flathead Sole,29273,,5000,1,8
2009,2009,1,SEO,Flathead Sole,650,,650,1,8
2009,2009,1,Total,Flathead Sole,46464,57911,11181,1,8
2009,2009,1,W,Flathead Sole,13010,,2000,1,8
2009,2009,1,WYK,Flathead Sole,3531,,3531,1,8
2009,2009,1,C,Pacific Ocean Perch,8246,9790,8246,1,9
2009,2009,1,E (WYK and SEO subtotal),Pacific Ocean Perch,3152,3741,3152,1,9
2009,2009,1,SEO,Pacific Ocean Perch,2044,,2044,1,9
2009,2009,1,Total,Pacific Ocean Perch,15111,17940,15111,1,9
2009,2009,1,W,Pacific Ocean Perch,3713,4409,3713,1,9
2009,2009,1,WYK,Pacific Ocean Perch,1108,,1108,1,9
2009,2009,1,C,Northern Rockfish,2308,,2308,1,10
2009,2009,1,E,Northern Rockfish,0,,0,1,10
2009,2009,1,Total,Northern Rockfish,4362,5204,4362,1,10
2009,2009,1,W,Northern Rockfish,2054,,2054,1,10
2009,2009,1,C,Shortraker Rockfish,315,,315,1,11
2009,2009,1,E,Shortraker Rockfish,463,,463,1,11
2009,2009,1,Total,Shortraker Rockfish,898,1197,898,1,11
2009,2009,1,W,Shortraker Rockfish,120,,120,1,11
2009,2009,1,C,Rougheye and Blackspotted Rockfish,833,,833,1,13
2009,2009,1,E,Rougheye and Blackspotted Rockfish,326,,326,1,13
2009,2009,1,Total,Rougheye and Blackspotted Rockfish,1284,1545,1284,1,13
2009,2009,1,W,Rougheye and Blackspotted Rockfish,125,,125,1,13
2009,2009,1,SEO,Demersal Shelf Rockfish,362,580,362,1,14
2009,2009,1,C,Thornyhead Rockfish,860,,860,1,15
2009,2009,1,E,Thornyhead Rockfish,783,,783,1,15
2009,2009,1,Total (GW),Thornyhead Rockfish,1910,2540,1910,1,15
2009,2009,1,W,Thornyhead Rockfish,267,,267,1,15
2009,2009,1,C,Other Rockfish,569,,569,1,16
2009,2009,1,SEO,Other Rockfish,2767,,200,1,16
2009,2009,1,Total,Other Rockfish,4297,5624,1730,1,16
2009,2009,1,W,Other Rockfish,357,,357,1,16
2009,2009,1,WYK,Other Rockfish,604,,604,1,16
2009,2009,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2009,2009,1,C,Big Skates,2065,,2065,1,18
2009,2009,1,E,Big Skates,633,,633,1,18
2009,2009,1,Total,Big Skates,3330,4439,3330,1,18
2009,2009,1,W,Big Skates,632,,632,1,18
2009,2009,1,C,Longnose Skates,2041,,2041,1,19
2009,2009,1,E,Longnose Skates,768,,768,1,19
2009,2009,1,Total,Longnose Skates,2887,3849,2887,1,19
2009,2009,1,W,Longnose Skates,78,,78,1,19
2009,2009,1,GW,Other Skates,2104,2806,2104,1,20
2009,2009,1,,Total,516055,632498,242727,1,23
2009,2009,1,C,Pelagic Shelf Rockfish,3404,,3404,1,26
2009,2009,1,SEO,Pelagic Shelf Rockfish,324,,324,1,26
2009,2009,1,Total,Pelagic Shelf Rockfish,4781,5803,4781,1,26
2009,2009,1,W,Pelagic Shelf Rockfish,819,,819,1,26
2009,2009,1,WYK,Pelagic Shelf Rockfish,234,,234,1,26
2009,2009,1,Total (GW),Other Species,6540,8720,4500,1,27
2010,2010,1,Chirikof (620),Pollock,28095,,28095,1,1
2010,2010,1,Kodiak (630),Pollock,19118,,19118,1,1
2010,2010,1,SEO (650),Pollock,9245,12326,9245,1,1
2010,2010,1,Shumagin (610),Pollock,26256,,26256,1,1
2010,2010,1,Total,Pollock,84745,115536,84745,1,1
2010,2010,1,W/C/WYK (subtotal),Pollock,75500,103210,75500,1,1
2010,2010,1,WYK (640),Pollock,2031,,2031,1,1
2010,2010,1,C,Pacific cod,49042,,36782,1,2
2010,2010,1,E,Pacific cod,2373,,2017,1,2
2010,2010,1,Total,Pacific cod,79100,94100,59563,1,2
2010,2010,1,W,Pacific cod,27685,,20764,1,2
2010,2010,1,C,Sablefish,4510,,4510,1,3
2010,2010,1,E (WYK and SEO subtotal),Sablefish,4200,,4200,1,3
2010,2010,1,SEO,Sablefish,2580,,2580,1,3
2010,2010,1,Total,Sablefish,10370,12270,10370,1,3
2010,2010,1,W,Sablefish,1660,,1660,1,3
2010,2010,1,WYK,Sablefish,1620,,1620,1,3
2010,2010,1,C,Shallow-water Flatfish,29999,,13000,1,4
2010,2010,1,SEO,Shallow-water Flatfish,1334,,1334,1,4
2010,2010,1,Total,Shallow-water Flatfish,56242,67768,20062,1,4
2010,2010,1,W,Shallow-water Flatfish,23681,,4500,1,4
2010,2010,1,WYK,Shallow-water Flatfish,1228,,1228,1,4
2010,2010,1,C,Deep-water Flatfish,2865,,2865,1,5
2010,2010,1,SEO,Deep-water Flatfish,760,,760,1,5
2010,2010,1,Total,Deep-water Flatfish,6190,7680,6190,1,5
2010,2010,1,W,Deep-water Flatfish,521,,521,1,5
2010,2010,1,WYK,Deep-water Flatfish,2044,,2044,1,5
2010,2010,1,C,Rex Sole,6403,,6403,1,6
2010,2010,1,SEO,Rex Sole,900,,900,1,6
2010,2010,1,Total,Rex Sole,9729,12714,9729,1,6
2010,2010,1,W,Rex Sole,1543,,1543,1,6
2010,2010,1,WYK,Rex Sole,883,,883,1,6
2010,2010,1,C,Arrowtooth Flounder,146407,,30000,1,7
2010,2010,1,SEO,Arrowtooth Flounder,11867,,2500,1,7
2010,2010,1,Total,Arrowtooth Flounder,215882,254271,43000,1,7
2010,2010,1,W,Arrowtooth Flounder,34773,,8000,1,7
2010,2010,1,WYK,Arrowtooth Flounder,22835,,2500,1,7
2010,2010,1,C,Flathead Sole,27124,,5000,1,8
2010,2010,1,SEO,Flathead Sole,1451,,1451,1,8
2010,2010,1,Total,Flathead Sole,47422,59295,10441,1,8
2010,2010,1,W,Flathead Sole,16857,,2000,1,8
2010,2010,1,WYK,Flathead Sole,1990,,1990,1,8
2010,2010,1,C,Pacific Ocean Perch,10737,12361,10737,1,9
2010,2010,1,E (WYK and SEO subtotal),Pacific Ocean Perch,3952,4550,3952,1,9
2010,2010,1,SEO,Pacific Ocean Perch,1948,,1948,1,9
2010,2010,1,Total,Pacific Ocean Perch,17584,20243,17584,1,9
2010,2010,1,W,Pacific Ocean Perch,2895,3332,2895,1,9
2010,2010,1,WYK,Pacific Ocean Perch,2004,,2004,1,9
2010,2010,1,C,Northern Rockfish,2395,,2395,1,10
2010,2010,1,E,Northern Rockfish,0,,0,1,10
2010,2010,1,Total,Northern Rockfish,5098,6070,5098,1,10
2010,2010,1,W,Northern Rockfish,2703,,2703,1,10
2010,2010,1,C,Shortraker Rockfish,325,,325,1,11
2010,2010,1,E,Shortraker Rockfish,455,,455,1,11
2010,2010,1,Total,Shortraker Rockfish,914,1219,914,1,11
2010,2010,1,W,Shortraker Rockfish,134,,134,1,11
2010,2010,1,C,Rougheye and Blackspotted Rockfish,862,,862,1,13
2010,2010,1,E,Rougheye and Blackspotted Rockfish,360,,360,1,13
2010,2010,1,Total,Rougheye and Blackspotted Rockfish,1302,1568,1302,1,13
2010,2010,1,W,Rougheye and Blackspotted Rockfish,80,,80,1,13
2010,2010,1,SEO,Demersal Shelf Rockfish,295,472,295,1,14
2010,2010,1,C,Thornyhead Rockfish,637,,637,1,15
2010,2010,1,E,Thornyhead Rockfish,708,,708,1,15
2010,2010,1,Total (GW),Thornyhead Rockfish,1770,2360,1770,1,15
2010,2010,1,W,Thornyhead Rockfish,425,,425,1,15
2010,2010,1,C,Other Rockfish,507,,507,1,16
2010,2010,1,SEO,Other Rockfish,2757,,200,1,16
2010,2010,1,Total,Other Rockfish,3749,4881,1192,1,16
2010,2010,1,W,Other Rockfish,212,,212,1,16
2010,2010,1,WYK,Other Rockfish,273,,273,1,16
2010,2010,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2010,2010,1,C,Big Skates,2049,,2049,1,18
2010,2010,1,E,Big Skates,681,,681,1,18
2010,2010,1,Total,Big Skates,3328,4438,3328,1,18
2010,2010,1,W,Big Skates,598,,598,1,18
2010,2010,1,C,Longnose Skates,2009,,2009,1,19
2010,2010,1,E,Longnose Skates,762,,762,1,19
2010,2010,1,Total,Longnose Skates,2852,3803,2852,1,19
2010,2010,1,W,Longnose Skates,81,,81,1,19
2010,2010,1,GW,Other Skates,2093,2791,2093,1,20
2010,2010,1,,Total,565499,693253,292087,1,23
2010,2010,1,C,Pelagic Shelf Rockfish,3249,,3249,1,26
2010,2010,1,SEO,Pelagic Shelf Rockfish,726,,726,1,26
2010,2010,1,Total,Pelagic Shelf Rockfish,5059,6142,5059,1,26
2010,2010,1,W,Pelagic Shelf Rockfish,650,,650,1,26
2010,2010,1,WYK,Pelagic Shelf Rockfish,434,,434,1,26
2010,2010,1,Total (GW),Other Species,7075,9432,4500,1,27
2011,2011,1,Chirikof (620),Pollock,37365,,37365,1,1
2011,2011,1,Kodiak (630),Pollock,20235,,20235,1,1
2011,2011,1,SEO (650),Pollock,9245,12326,9245,1,1
2011,2011,1,Shumagin (610),Pollock,27031,,27031,1,1
2011,2011,1,Total,Pollock,96215,130356,96215,1,1
2011,2011,1,W/C/WYK (subtotal),Pollock,86970,118030,86970,1,1
2011,2011,1,WYK (640),Pollock,2339,,2339,1,1
2011,2011,1,C,Pacific cod,53816,,40362,1,2
2011,2011,1,E,Pacific cod,2604,,1953,1,2
2011,2011,1,Total,Pacific cod,86800,102600,65100,1,2
2011,2011,1,W,Pacific cod,30380,,22785,1,2
2011,2011,1,C,Sablefish,4740,,4740,1,3
2011,2011,1,E (WYK and SEO subtotal),Sablefish,4930,,4930,1,3
2011,2011,1,SEO,Sablefish,2940,,2940,1,3
2011,2011,1,Total,Sablefish,11290,13340,11290,1,3
2011,2011,1,W,Sablefish,1620,,1620,1,3
2011,2011,1,WYK,Sablefish,1990,,1990,1,3
2011,2011,1,C,Shallow-water Flatfish,29999,,13000,1,4
2011,2011,1,SEO,Shallow-water Flatfish,1334,,1334,1,4
2011,2011,1,Total,Shallow-water Flatfish,56242,67768,20062,1,4
2011,2011,1,W,Shallow-water Flatfish,23681,,4500,1,4
2011,2011,1,WYK,Shallow-water Flatfish,1228,,1228,1,4
2011,2011,1,C,Deep-water Flatfish,2919,,2919,1,5
2011,2011,1,SEO,Deep-water Flatfish,774,,774,1,5
2011,2011,1,Total,Deep-water Flatfish,6305,7823,6305,1,5
2011,2011,1,W,Deep-water Flatfish,529,,529,1,5
2011,2011,1,WYK,Deep-water Flatfish,2083,,2083,1,5
2011,2011,1,C,Rex Sole,6294,,6294,1,6
2011,2011,1,SEO,Rex Sole,886,,886,1,6
2011,2011,1,Total,Rex Sole,9565,12499,9565,1,6
2011,2011,1,W,Rex Sole,1517,,1517,1,6
2011,2011,1,WYK,Rex Sole,868,,868,1,6
2011,2011,1,C,Arrowtooth Flounder,144559,,30000,1,7
2011,2011,1,SEO,Arrowtooth Flounder,11723,,2500,1,7
2011,2011,1,Total,Arrowtooth Flounder,213150,251068,43000,1,7
2011,2011,1,W,Arrowtooth Flounder,34317,,8000,1,7
2011,2011,1,WYK,Arrowtooth Flounder,22551,,2500,1,7
2011,2011,1,C,Flathead Sole,28104,,5000,1,8
2011,2011,1,SEO,Flathead Sole,1523,,1523,1,8
2011,2011,1,Total,Flathead Sole,49133,61412,10587,1,8
2011,2011,1,W,Flathead Sole,17442,,2000,1,8
2011,2011,1,WYK,Flathead Sole,2064,,2064,1,8
2011,2011,1,C,Pacific Ocean Perch,10379,11948,10379,1,9
2011,2011,1,E (WYK and SEO subtotal),Pacific Ocean Perch,3820,4397,3820,1,9
2011,2011,1,SEO,Pacific Ocean Perch,1883,,1883,1,9
2011,2011,1,Total,Pacific Ocean Perch,16997,19566,16997,1,9
2011,2011,1,W,Pacific Ocean Perch,2798,3221,2798,1,9
2011,2011,1,WYK,Pacific Ocean Perch,1937,,1937,1,9
2011,2011,1,C,Northern Rockfish,2281,,2281,1,10
2011,2011,1,E,Northern Rockfish,0,,0,1,10
2011,2011,1,Total,Northern Rockfish,4854,5784,4854,1,10
2011,2011,1,W,Northern Rockfish,2573,,2573,1,10
2011,2011,1,C,Shortraker Rockfish,325,,325,1,11
2011,2011,1,E,Shortraker Rockfish,455,,455,1,11
2011,2011,1,Total,Shortraker Rockfish,914,1219,914,1,11
2011,2011,1,W,Shortraker Rockfish,134,,134,1,11
2011,2011,1,C,Rougheye and Blackspotted Rockfish,868,,868,1,13
2011,2011,1,E,Rougheye and Blackspotted Rockfish,363,,363,1,13
2011,2011,1,Total,Rougheye and Blackspotted Rockfish,1312,1579,1312,1,13
2011,2011,1,W,Rougheye and Blackspotted Rockfish,81,,81,1,13
2011,2011,1,SEO,Demersal Shelf Rockfish,300,479,300,1,14
2011,2011,1,C,Thornyhead Rockfish,637,,637,1,15
2011,2011,1,E,Thornyhead Rockfish,708,,708,1,15
2011,2011,1,Total (GW),Thornyhead Rockfish,1770,2360,1770,1,15
2011,2011,1,W,Thornyhead Rockfish,425,,425,1,15
2011,2011,1,C,Other Rockfish,507,,507,1,16
2011,2011,1,SEO,Other Rockfish,2757,,200,1,16
2011,2011,1,Total,Other Rockfish,3752,4881,1195,1,16
2011,2011,1,W,Other Rockfish,212,,212,1,16
2011,2011,1,WYK,Other Rockfish,276,,276,1,16
2011,2011,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2011,2011,1,C,Big Skates,2049,,2049,1,18
2011,2011,1,E,Big Skates,681,,681,1,18
2011,2011,1,Total,Big Skates,3328,4438,3328,1,18
2011,2011,1,W,Big Skates,598,,598,1,18
2011,2011,1,C,Longnose Skates,2009,,2009,1,19
2011,2011,1,E,Longnose Skates,762,,762,1,19
2011,2011,1,Total,Longnose Skates,2852,3803,2852,1,19
2011,2011,1,W,Longnose Skates,81,,81,1,19
2011,2011,1,GW,Other Skates,2093,2791,2093,1,20
2011,2011,1,GW,Sharks,6197,8263,6197,1,21
2011,2011,1,GW,Octopus,954,1273,954,1,22
2011,2011,1,,Total,590121,723928,318288,1,23
2011,2011,1,GW,Sculpins,5496,7328,5496,1,24
2011,2011,1,GW,Squids,1148,1530,1148,1,25
2011,2011,1,C,Pelagic Shelf Rockfish,3052,,3052,1,26
2011,2011,1,SEO,Pelagic Shelf Rockfish,684,,684,1,26
2011,2011,1,Total,Pelagic Shelf Rockfish,4754,5570,4754,1,26
2011,2011,1,W,Pelagic Shelf Rockfish,611,,611,1,26
2011,2011,1,WYK,Pelagic Shelf Rockfish,407,,407,1,26
2012,2012,1,Chirikof (620),Pollock,45808,,45808,1,1
2012,2012,1,Kodiak (630),Pollock,26348,,26348,1,1
2012,2012,1,SEO (650),Pollock,10774,14366,10774,1,1
2012,2012,1,Shumagin (610),Pollock,30270,,30270,1,1
2012,2012,1,Total,Pollock,116444,158082,116444,1,1
2012,2012,1,W/C/WYK (subtotal),Pollock,105670,143716,105670,1,1
2012,2012,1,WYK (640),Pollock,3244,,3244,1,1
2012,2012,1,C,Pacific cod,56940,,42705,1,2
2012,2012,1,E,Pacific cod,2628,,1971,1,2
2012,2012,1,Total,Pacific cod,87600,104000,65700,1,2
2012,2012,1,W,Pacific cod,28032,,21024,1,2
2012,2012,1,C,Sablefish,5760,,5760,1,3
2012,2012,1,E (WYK and SEO subtotal),Sablefish,5420,,5420,1,3
2012,2012,1,SEO,Sablefish,3173,,3173,1,3
2012,2012,1,Total,Sablefish,12960,15330,12960,1,3
2012,2012,1,W,Sablefish,1780,,1780,1,3
2012,2012,1,WYK,Sablefish,2247,,2247,1,3
2012,2012,1,C,Shallow-water Flatfish,22910,,18000,1,4
2012,2012,1,SEO,Shallow-water Flatfish,1472,,1472,1,4
2012,2012,1,Total,Shallow-water Flatfish,50683,61681,37029,1,4
2012,2012,1,W,Shallow-water Flatfish,21994,,13250,1,4
2012,2012,1,WYK,Shallow-water Flatfish,4307,,4307,1,4
2012,2012,1,C,Deep-water Flatfish,2308,,2308,1,5
2012,2012,1,SEO,Deep-water Flatfish,1061,,1061,1,5
2012,2012,1,Total,Deep-water Flatfish,5126,6834,5126,1,5
2012,2012,1,W,Deep-water Flatfish,176,,176,1,5
2012,2012,1,WYK,Deep-water Flatfish,1581,,1581,1,5
2012,2012,1,C,Rex Sole,6412,,6412,1,6
2012,2012,1,SEO,Rex Sole,1057,,1057,1,6
2012,2012,1,Total,Rex Sole,9612,12561,9612,1,6
2012,2012,1,W,Rex Sole,1307,,1307,1,6
2012,2012,1,WYK,Rex Sole,836,,836,1,6
2012,2012,1,C,Arrowtooth Flounder,143162,,75000,1,7
2012,2012,1,SEO,Arrowtooth Flounder,21066,,6900,1,7
2012,2012,1,Total,Arrowtooth Flounder,212882,250100,103300,1,7
2012,2012,1,W,Arrowtooth Flounder,27495,,14500,1,7
2012,2012,1,WYK,Arrowtooth Flounder,21159,,6900,1,7
2012,2012,1,C,Flathead Sole,25838,,15400,1,8
2012,2012,1,SEO,Flathead Sole,1711,,1711,1,8
2012,2012,1,Total,Flathead Sole,47407,59380,30319,1,8
2012,2012,1,W,Flathead Sole,15300,,8650,1,8
2012,2012,1,WYK,Flathead Sole,4558,,4558,1,8
2012,2012,1,C,Pacific Ocean Perch,11263,12980,11263,1,9
2012,2012,1,E (WYK and SEO subtotal),Pacific Ocean Perch,3553,4095,3553,1,9
2012,2012,1,SEO,Pacific Ocean Perch,1861,,1861,1,9
2012,2012,1,Total,Pacific Ocean Perch,16918,19498,16918,1,9
2012,2012,1,W,Pacific Ocean Perch,2102,2423,2102,1,9
2012,2012,1,WYK,Pacific Ocean Perch,1692,,1692,1,9
2012,2012,1,C,Northern Rockfish,3351,,3351,1,10
2012,2012,1,E,Northern Rockfish,0,,0,1,10
2012,2012,1,Total,Northern Rockfish,5507,6574,5507,1,10
2012,2012,1,W,Northern Rockfish,2156,,2156,1,10
2012,2012,1,C,Shortraker Rockfish,452,,452,1,11
2012,2012,1,E,Shortraker Rockfish,525,,525,1,11
2012,2012,1,Total,Shortraker Rockfish,1081,1441,1081,1,11
2012,2012,1,W,Shortraker Rockfish,104,,104,1,11
2012,2012,1,C,Dusky Rockfish (pelagic shelf rockfish),3849,,3849,1,12
2012,2012,1,SEO,Dusky Rockfish (pelagic shelf rockfish),318,,318,1,12
2012,2012,1,Total,Dusky Rockfish (pelagic shelf rockfish),5118,6257,5118,1,12
2012,2012,1,W,Dusky Rockfish (pelagic shelf rockfish),409,,409,1,12
2012,2012,1,WYK,Dusky Rockfish (pelagic shelf rockfish),542,,542,1,12
2012,2012,1,C,Rougheye and Blackspotted Rockfish,850,,850,1,13
2012,2012,1,E,Rougheye and Blackspotted Rockfish,293,,293,1,13
2012,2012,1,Total,Rougheye and Blackspotted Rockfish,1223,1472,1223,1,13
2012,2012,1,W,Rougheye and Blackspotted Rockfish,80,,80,1,13
